file,start,end,labeller
detop_exp01_subj10_Sess1_06_03.pkl,4.09861799,5.999026054,connor
detop_exp01_subj10_Sess3_06_03.pkl,0,11.13085938,connor
detop_exp01_subj10_Sess2_05_05.pkl,2.394765061,6.711508112,connor
detop_exp01_subj10_Sess1_11_02.pkl,1.210662495,9.883663029,connor
detop_exp01_subj10_Sess2_11_04.pkl,3.394486448,6.143997313,connor
detop_exp01_subj10_Sess1_03_04.pkl,2.465856425,4.876904061,connor
detop_exp01_subj10_Sess3_02_02.pkl,2.401668626,5.045469433,connor
detop_exp01_subj10_Sess3_11_06.pkl,7.052839701,9.07845614,connor
detop_exp01_subj10_Sess1_08_06.pkl,0,11.88671875,connor
detop_exp01_subj10_Sess1_02_06.pkl,0,9.19921875,connor
detop_exp01_subj10_Sess2_12_02.pkl,3.310637378,5.146010681,connor
detop_exp01_subj10_Sess1_11_01.pkl,3.682740333,7.568233806,connor
detop_exp01_subj10_Sess3_08_05.pkl,1.266661801,4.845553626,connor
detop_exp01_subj10_Sess3_03_01.pkl,5.965553821,8.594034118,connor
detop_exp01_subj10_Sess2_06_04.pkl,3.519365285,9.9958878,connor
detop_exp01_subj10_Sess3_05_03.pkl,5.603733933,11.88008342,connor
detop_exp01_subj10_Sess2_12_01.pkl,3.517440288,5.027092533,connor
detop_exp01_subj10_Sess2_09_01.pkl,2.358090588,5.734096614,connor
detop_exp01_subj10_Sess1_06_04.pkl,4.11254405,5.789910879,connor
detop_exp01_subj10_Sess2_11_02.pkl,3.93700753,9.556089439,connor
detop_exp01_subj10_Sess1_11_03.pkl,5.178051902,9.332230907,connor
detop_exp01_subj10_Sess2_10_03.pkl,3.015649537,5.836366588,connor
detop_exp01_subj10_Sess2_03_06.pkl,8.314830611,12.64467911,connor
detop_exp01_subj10_Sess3_03_02.pkl,3.928683751,7.520787292,connor
detop_exp01_subj10_Sess1_08_02.pkl,0,11.84179688,connor
detop_exp01_subj10_Sess1_13_01.pkl,2.495654868,5.631302268,connor
detop_exp01_subj10_Sess2_01_02.pkl,4.209920632,6.581919026,connor
detop_exp01_subj10_Sess3_02_06.pkl,3.524246762,8.118473261,connor
detop_exp01_subj10_Sess1_09_06.pkl,3.206624728,12.50178726,connor
detop_exp01_subj10_Sess3_01_06.pkl,0,0.481369516,connor
detop_exp01_subj10_Sess1_13_05.pkl,5.548877917,11.02523784,connor
detop_exp01_subj10_Sess2_12_04.pkl,3.637101768,7.184292439,connor
detop_exp01_subj10_Sess1_05_01.pkl,5.827188902,9.180131393,connor
detop_exp01_subj10_Sess2_11_06.pkl,3.694741994,5.919017544,connor
detop_exp01_subj10_Sess3_06_01.pkl,0,11.18554688,connor
detop_exp01_subj10_Sess1_02_04.pkl,0,9.169921875,connor
detop_exp01_subj10_Sess1_03_06.pkl,3.92628029,5.297645595,connor
detop_exp01_subj10_Sess1_10_02.pkl,0,6.552734375,connor
detop_exp01_subj10_Sess2_05_01.pkl,5.183893562,10.41720534,connor
detop_exp01_subj10_Sess2_06_01.pkl,0.024700312,9.818077576,connor
detop_exp01_subj10_Sess3_11_02.pkl,0,21.31640625,connor
detop_exp01_subj10_Sess2_10_04.pkl,1.960839879,5.377443626,connor
detop_exp01_subj10_Sess3_10_05.pkl,0,7.236328125,connor
detop_exp01_subj10_Sess3_04_06.pkl,3.188300223,7.224281823,connor
detop_exp01_subj10_Sess2_01_01.pkl,3.886522017,10.45364484,connor
detop_exp01_subj10_Sess1_10_01.pkl,0,10.67578125,connor
detop_exp01_subj10_Sess1_01_04.pkl,0,21.30664063,connor
detop_exp01_subj10_Sess1_09_05.pkl,3.644805136,6.930103691,connor
detop_exp01_subj10_Sess3_04_03.pkl,0.839208379,8.38563236,connor
detop_exp01_subj10_Sess3_11_01.pkl,0,21.32421875,connor
detop_exp01_subj10_Sess3_05_06.pkl,0,6.810546875,connor
detop_exp01_subj10_Sess1_01_02.pkl,0,9.95703125,connor
detop_exp01_subj10_Sess1_03_03.pkl,1.786281809,8.470791256,connor
detop_exp01_subj10_Sess1_08_03.pkl,1.237078913,5.716196919,connor
detop_exp01_subj10_Sess2_01_06.pkl,2.240374525,10.22441859,connor
detop_exp01_subj10_Sess3_01_01.pkl,1.213690158,9.825952312,connor
detop_exp01_subj10_Sess1_04_04.pkl,1.802581434,5.938320971,connor
detop_exp01_subj10_Sess3_10_01.pkl,1.47275363,6.26424822,connor
detop_exp01_subj10_Sess3_09_05.pkl,4.737683357,6.963423149,connor
detop_exp01_subj10_Sess1_02_02.pkl,3.748918158,7.160014029,connor
detop_exp01_subj10_Sess3_06_06.pkl,5.019972007,7.19229954,connor
detop_exp01_subj10_Sess3_13_06.pkl,4.511962286,10.41756175,connor
detop_exp01_subj10_Sess2_10_05.pkl,2.956711958,6.418362947,connor
detop_exp01_subj10_Sess3_02_01.pkl,-0.012475544,0.480947694,connor
detop_exp01_subj10_Sess1_05_05.pkl,3.968408068,6.625046269,connor
detop_exp01_subj10_Sess2_05_06.pkl,0,7.4609375,connor
detop_exp01_subj10_Sess3_08_01.pkl,2.176628105,7.795295054,connor
detop_exp01_subj10_Sess3_05_02.pkl,0,6.85546875,connor
detop_exp01_subj10_Sess3_06_04.pkl,0,7.2109375,connor
detop_exp01_subj10_Sess2_10_02.pkl,2.519190218,7.926675508,connor
detop_exp01_subj10_Sess1_10_05.pkl,1.360940776,8.491973176,connor
detop_exp01_subj10_Sess1_04_01.pkl,3.245617457,5.352910229,connor
detop_exp01_subj10_Sess3_03_05.pkl,2.562309883,8.919157526,connor
detop_exp01_subj10_Sess3_08_03.pkl,1.32068621,4.393560319,connor
detop_exp01_subj10_Sess2_01_04.pkl,3.631125197,5.63569042,connor
detop_exp01_subj10_Sess2_02_06.pkl,2.10860595,5.899724421,connor
detop_exp01_subj10_Sess2_07_06.pkl,2.489966902,5.301248444,connor
detop_exp01_subj10_Sess1_06_06.pkl,2.036458876,5.975521143,connor
detop_exp01_subj10_Sess2_02_01.pkl,3.336231888,9.293437897,connor
detop_exp01_subj10_Sess2_09_06.pkl,3.954431603,6.058014594,connor
detop_exp01_subj10_Sess3_11_03.pkl,2.242575338,18.17060611,connor
detop_exp01_subj10_Sess3_05_01.pkl,0,11.88867188,connor
detop_exp01_subj10_Sess3_09_02.pkl,4.196717566,7.028408908,connor
detop_exp01_subj10_Sess1_11_06.pkl,4.252674286,5.786773433,connor
detop_exp01_subj10_Sess1_04_05.pkl,3.891214647,5.146010681,connor
detop_exp01_subj10_Sess1_06_02.pkl,0,11.17773438,connor
detop_exp01_subj10_Sess3_01_04.pkl,2.658471189,5.450127925,connor
detop_exp01_subj10_Sess1_05_02.pkl,4.716433143,8.336770086,connor
detop_exp01_subj10_Sess1_10_06.pkl,2.16911655,6.489666351,connor
detop_exp01_subj10_Sess3_13_01.pkl,4.262571415,6.628425925,connor
detop_exp01_subj10_Sess1_09_03.pkl,3.80040862,7.060369307,connor
detop_exp01_subj10_Sess2_02_02.pkl,2.274551118,9.777731359,connor
detop_exp01_subj10_Sess1_02_01.pkl,4.33272623,6.949230085,connor
detop_exp01_subj10_Sess2_08_03.pkl,3.733736417,8.963332876,connor
detop_exp01_subj10_Sess3_03_03.pkl,1.551387692,9.351070721,connor
detop_exp01_subj10_Sess3_02_03.pkl,3.604047396,5.901385407,connor
detop_exp01_subj10_Sess1_13_02.pkl,2.319091048,4.850150113,connor
detop_exp01_subj10_Sess3_13_05.pkl,3.866347168,7.757773104,connor
detop_exp01_subj10_Sess3_09_03.pkl,4.163901474,10.96283713,connor
detop_exp01_subj10_Sess3_08_06.pkl,0,9.974609375,connor
detop_exp01_subj10_Sess2_06_03.pkl,1.334514144,19.04722734,connor
detop_exp01_subj10_Sess2_03_02.pkl,3.073150987,6.545917466,connor
detop_exp01_subj10_Sess2_05_03.pkl,1.917883041,6.567280016,connor
detop_exp01_subj10_Sess2_07_03.pkl,3.206955462,8.698221007,connor
detop_exp01_subj10_Sess2_07_04.pkl,2.280664253,4.815590328,connor
detop_exp01_subj10_Sess3_11_04.pkl,1.5664167,8.62428205,connor
detop_exp01_subj10_Sess1_05_04.pkl,4.059952413,7.056828652,connor
detop_exp01_subj10_Sess2_10_01.pkl,3.774805292,8.635232084,connor
detop_exp01_subj10_Sess1_11_05.pkl,0,10.3671875,connor
detop_exp01_subj10_Sess2_07_05.pkl,3.364879622,5.034469487,connor
detop_exp01_subj10_Sess3_09_06.pkl,1.669408214,6.326374757,connor
detop_exp01_subj10_Sess1_01_01.pkl,2.541755695,8.987191128,connor
detop_exp01_subj10_Sess2_10_06.pkl,3.9045054,10.16083074,connor
detop_exp01_subj10_Sess1_10_04.pkl,1.714027818,9.475625332,connor
detop_exp01_subj10_Sess2_11_05.pkl,4.258032927,10.38366391,connor
detop_exp01_subj10_Sess2_09_05.pkl,3.653684118,7.011306087,connor
detop_exp01_subj10_Sess3_03_04.pkl,3.182841987,6.863334238,connor
detop_exp01_subj10_Sess2_07_01.pkl,1.586231461,6.197737255,connor
detop_exp01_subj10_Sess3_02_04.pkl,3.786239312,7.295068104,connor
detop_exp01_subj10_Sess3_05_05.pkl,3.805933442,6.686062401,connor
detop_exp01_subj10_Sess2_02_03.pkl,2.180091105,6.523092146,connor
detop_exp01_subj10_Sess3_13_04.pkl,4.32762384,8.979620689,connor
detop_exp01_subj10_Sess2_09_03.pkl,1.552639125,6.116781489,connor
detop_exp01_subj10_Sess2_12_05.pkl,4.164156484,7.427427001,connor
detop_exp01_subj10_Sess1_02_03.pkl,0,9.248046875,connor
detop_exp01_subj10_Sess3_09_04.pkl,4.301839615,12.18495611,connor
detop_exp01_subj10_Sess3_03_06.pkl,1.354602559,6.440761539,connor
detop_exp01_subj10_Sess3_08_04.pkl,0.959428948,4.642564116,connor
detop_exp01_subj10_Sess2_06_05.pkl,4.271784899,17.87886555,connor
detop_exp01_subj10_Sess2_03_04.pkl,1.893947357,10.87091513,connor
detop_exp01_subj10_Sess3_01_05.pkl,1.762645682,5.458954867,connor
detop_exp01_subj10_Sess1_13_06.pkl,3.70445824,6.757662059,connor
detop_exp01_subj10_Sess1_03_02.pkl,1.440284951,9.21558254,connor
detop_exp01_subj10_Sess2_01_05.pkl,3.521481883,9.789757168,connor
detop_exp01_subj10_Sess1_06_05.pkl,2.018194523,9.256688669,connor
detop_exp01_subj10_Sess2_03_03.pkl,1.998047862,5.91690235,connor
detop_exp01_subj10_Sess3_01_02.pkl,0.904473552,8.633985201,connor
detop_exp01_subj10_Sess1_03_05.pkl,1.315238032,4.565403104,connor
detop_exp01_subj10_Sess2_08_01.pkl,1.012165197,6.030516777,connor
detop_exp01_subj10_Sess2_08_04.pkl,3.224154859,5.716719059,connor
detop_exp01_subj10_Sess2_02_05.pkl,2.257291035,5.885041306,connor
detop_exp01_subj10_Sess1_10_03.pkl,1.871986396,5.811911,connor
detop_exp01_subj10_Sess1_04_02.pkl,1.868558355,5.370750269,connor
detop_exp01_subj10_Sess3_06_05.pkl,2.474085988,8.590297059,connor
detop_exp01_subj10_Sess1_11_04.pkl,2.822726898,7.100803309,connor
detop_exp01_subj10_Sess2_12_03.pkl,2.2500603,7.995902296,connor
detop_exp01_subj10_Sess1_09_01.pkl,0.528607789,11.8648744,connor
detop_exp01_subj10_Sess3_02_05.pkl,2.683590513,5.853645509,connor
detop_exp01_subj10_Sess1_13_03.pkl,0.928072276,6.576627411,connor
detop_exp01_subj10_Sess2_06_06.pkl,2.52926577,9.378211039,connor
detop_exp01_subj10_Sess1_01_06.pkl,1.599214025,18.9172823,connor
detop_exp01_subj10_Sess3_05_04.pkl,2.126442534,10.08222688,connor
detop_exp01_subj10_Sess2_07_02.pkl,2.118882439,8.042207544,connor
detop_exp01_subj10_Sess1_03_01.pkl,1.968380596,8.319445253,connor
detop_exp01_subj10_Sess3_11_05.pkl,2.054464304,8.692474653,connor
detop_exp01_subj10_Sess3_04_02.pkl,2.45179966,10.17031634,connor
detop_exp01_subj10_Sess2_03_05.pkl,1.107818278,11.48272447,connor
detop_exp01_subj10_Sess2_08_06.pkl,0,11.20507813,connor
detop_exp01_subj10_Sess2_08_02.pkl,3.797582202,6.511088936,connor
detop_exp01_subj09_Sess3_12_04.pkl,1.911315469,4.847971489,connor
detop_exp01_subj09_Sess1_10_02.pkl,4.869420895,5.634836827,connor
detop_exp01_subj09_Sess2_10_04.pkl,4.703714459,8.965988282,connor
detop_exp01_subj09_Sess1_13_04.pkl,0.580919573,0.597581552,connor
detop_exp01_subj09_Sess2_12_05.pkl,5.062445818,19.04722734,connor
detop_exp01_subj09_Sess1_13_03.pkl,3.547867657,8.929013104,connor
detop_exp01_subj09_Sess3_11_06.pkl,3.661360181,7.908156427,connor
detop_exp01_subj09_Sess2_12_06.pkl,3.492832521,8.440528212,connor
detop_exp01_subj09_Sess3_08_04.pkl,4.36407562,7.064116433,connor
detop_exp01_subj09_Sess1_07_03.pkl,3.428150202,5.279414056,connor
detop_exp01_subj09_Sess2_08_04.pkl,3.043993753,4.048191861,connor
detop_exp01_subj09_Sess2_08_06.pkl,3.227443871,4.708695855,connor
detop_exp01_subj09_Sess2_04_04.pkl,3.561546146,5.393098845,connor
detop_exp01_subj09_Sess3_05_02.pkl,4.684631264,5.843263207,connor
detop_exp01_subj09_Sess3_02_01.pkl,5.010786441,8.815804817,connor
detop_exp01_subj09_Sess2_10_02.pkl,4.41449123,5.553056,connor
detop_exp01_subj09_Sess3_13_05.pkl,4.303923835,5.652182662,connor
detop_exp01_subj09_Sess2_08_02.pkl,4.427220973,6.429674336,connor
detop_exp01_subj09_Sess2_08_03.pkl,3.379803578,4.049525029,connor
detop_exp01_subj09_Sess2_10_05.pkl,4.997575129,5.730603204,connor
detop_exp01_subj09_Sess1_03_02.pkl,0,0.214356018,connor
detop_exp01_subj09_Sess3_02_06.pkl,4.451136019,5.357425275,connor
detop_exp01_subj09_Sess3_08_05.pkl,4.820179402,7.968532595,connor
detop_exp01_subj09_Sess3_03_03.pkl,3.952640272,7.279886009,connor
detop_exp01_subj09_Sess3_05_06.pkl,4.565038652,6.086246973,connor
detop_exp01_subj09_Sess2_07_03.pkl,4.413889153,5.371658201,connor
detop_exp01_subj09_Sess2_13_01.pkl,4.068276539,6.271525511,connor
detop_exp01_subj09_Sess2_04_06.pkl,3.48124665,4.682336746,connor
detop_exp01_subj09_Sess1_10_05.pkl,4.58142262,6.921909347,connor
detop_exp01_subj09_Sess2_04_05.pkl,4.528444503,8.067272099,connor
detop_exp01_subj09_Sess3_13_03.pkl,6.529105828,7.679615179,connor
detop_exp01_subj09_Sess2_01_06.pkl,0,0.472616704,connor
detop_exp01_subj09_Sess3_13_04.pkl,4.141732793,5.52115004,connor
detop_exp01_subj09_Sess3_12_01.pkl,3.017115884,5.008135141,connor
detop_exp01_subj09_Sess2_07_01.pkl,4.643646988,7.279936112,connor
detop_exp01_subj09_Sess1_10_03.pkl,3.422453883,5.053681869,connor
detop_exp01_subj09_Sess2_05_03.pkl,3.981306855,5.054505089,connor
detop_exp01_subj09_Sess1_10_06.pkl,4.782040658,5.977920286,connor
detop_exp01_subj09_Sess3_11_02.pkl,2.627132126,6.096913326,connor
detop_exp01_subj09_Sess1_06_02.pkl,3.979425577,5.687905146,connor
detop_exp01_subj09_Sess2_04_02.pkl,3.214765676,4.75637832,connor
detop_exp01_subj09_Sess2_10_03.pkl,4.767735359,8.175961623,connor
detop_exp01_subj09_Sess2_13_05.pkl,1.212491295,10.10421069,connor
detop_exp01_subj09_Sess1_07_05.pkl,4.497416811,7.312265814,connor
detop_exp01_subj09_Sess3_06_01.pkl,4.869809286,7.936570845,connor
detop_exp01_subj09_Sess2_08_01.pkl,3.9333472,6.646104589,connor
detop_exp01_subj09_Sess2_13_06.pkl,3.349479632,6.656092111,connor
detop_exp01_subj09_Sess3_12_02.pkl,3.691951439,6.780335247,connor
detop_exp01_subj08_Sess1_01_06.pkl,0.905915936,6.881112582,connor
detop_exp01_subj08_Sess3_08_03.pkl,5.215663549,9.477937373,connor
detop_exp01_subj08_Sess1_13_03.pkl,4.154303821,8.805719348,connor
detop_exp01_subj08_Sess3_06_06.pkl,3.299952526,7.955737425,connor
detop_exp01_subj08_Sess3_07_03.pkl,3.189967435,5.378692533,connor
detop_exp01_subj08_Sess2_06_06.pkl,4.075922779,9.765546631,connor
detop_exp01_subj08_Sess3_12_05.pkl,2.356828885,4.820207303,connor
detop_exp01_subj08_Sess2_07_06.pkl,4.112012596,5.680060711,connor
detop_exp01_subj08_Sess3_03_02.pkl,3.630367031,5.728427041,connor
detop_exp01_subj08_Sess3_06_02.pkl,3.675608814,14.25797325,connor
detop_exp01_subj08_Sess2_01_01.pkl,3.623330136,5.258477081,connor
detop_exp01_subj08_Sess2_01_03.pkl,3.704774237,5.120648603,connor
detop_exp01_subj08_Sess3_04_02.pkl,3.802023025,6.096531601,connor
detop_exp01_subj08_Sess3_08_05.pkl,3.680233706,10.58265397,connor
detop_exp01_subj08_Sess1_02_01.pkl,3.799137551,6.358928025,connor
detop_exp01_subj08_Sess3_12_06.pkl,4.146125528,6.553248202,connor
detop_exp01_subj08_Sess2_12_01.pkl,4.076626639,6.82759188,connor
detop_exp01_subj08_Sess3_09_02.pkl,4.678314626,9.701808367,connor
detop_exp01_subj08_Sess3_12_02.pkl,2.602046018,4.72418484,connor
detop_exp01_subj08_Sess1_04_04.pkl,2.759655971,6.167549075,connor
detop_exp01_subj08_Sess1_10_01.pkl,3.516950984,6.242219805,connor
detop_exp01_subj08_Sess3_06_05.pkl,2.950335336,9.015173398,connor
detop_exp01_subj08_Sess3_01_06.pkl,3.266482562,9.708739671,connor
detop_exp01_subj08_Sess2_10_05.pkl,3.666557694,5.924607074,connor
detop_exp01_subj08_Sess2_13_03.pkl,4.371745282,19.6157218,connor
detop_exp01_subj08_Sess3_03_01.pkl,4.406570866,7.613899602,connor
detop_exp01_subj08_Sess2_11_06.pkl,0,5,connor
detop_exp01_subj08_Sess3_02_02.pkl,2.590805159,7.004364768,connor
detop_exp01_subj08_Sess3_04_04.pkl,5.336717582,0.472616704,connor
detop_exp01_subj08_Sess3_03_04.pkl,3.309417341,5.55606517,connor
detop_exp01_subj08_Sess1_03_03.pkl,0,0.472616704,connor
detop_exp01_subj08_Sess1_01_01.pkl,3.264171397,9.30681748,connor
detop_exp01_subj08_Sess3_05_02.pkl,2.894641715,5.619686252,connor
detop_exp01_subj08_Sess2_13_04.pkl,4.816529743,18.44310822,connor
detop_exp01_subj08_Sess3_02_01.pkl,0.551081297,9.096103389,connor
detop_exp01_subj08_Sess3_07_05.pkl,2.795208692,5.66323396,connor
detop_exp01_subj08_Sess2_13_06.pkl,3.274111276,8.751450795,connor
detop_exp01_subj08_Sess2_12_02.pkl,2.858700902,8.197332092,connor
detop_exp01_subj08_Sess2_05_05.pkl,0,5,connor
detop_exp01_subj08_Sess2_12_03.pkl,2.219293887,4.63744844,connor
detop_exp01_subj08_Sess1_06_05.pkl,0,0.805856299,connor
detop_exp01_subj08_Sess2_12_06.pkl,2.73750616,4.955628294,connor
detop_exp01_subj08_Sess1_09_06.pkl,0.36515748,5,connor
detop_exp01_subj08_Sess3_10_04.pkl,4.836710118,10.93475274,connor
detop_exp01_subj08_Sess3_13_05.pkl,4.642575371,7.472530857,connor
detop_exp01_subj08_Sess3_13_06.pkl,4.243258914,6.405369311,connor
detop_exp01_subj08_Sess3_05_03.pkl,3.294314914,5.716576724,connor
detop_exp01_subj08_Sess1_09_05.pkl,0,0.622574522,connor
detop_exp01_subj08_Sess2_07_01.pkl,1.361649891,7.972406082,connor
detop_exp01_subj08_Sess3_10_01.pkl,3.146707782,7,connor
detop_exp01_subj08_Sess3_11_05.pkl,3.537532248,7,connor
detop_exp01_subj08_Sess2_03_05.pkl,3.883930299,5.469685762,connor
detop_exp01_subj08_Sess1_12_06.pkl,0,5,connor
detop_exp01_subj08_Sess3_09_01.pkl,3.807690307,8.36113692,connor
detop_exp01_subj08_Sess3_12_04.pkl,3.848672344,7.977015176,connor
detop_exp01_subj08_Sess1_09_01.pkl,0,0.455954724,connor
detop_exp01_subj08_Sess2_12_04.pkl,2.9601837,7.833517279,connor
detop_exp01_subj08_Sess3_01_04.pkl,1.269053612,10.81720299,connor
detop_exp01_subj08_Sess3_10_02.pkl,0,5,connor
detop_exp01_subj08_Sess3_05_01.pkl,4.194801861,8.32664876,connor
detop_exp01_subj08_Sess3_08_04.pkl,2.63406557,6.246541045,connor
detop_exp01_subj08_Sess3_09_04.pkl,3.889634731,5.62312191,connor
detop_exp01_subj08_Sess3_01_01.pkl,3.241642276,6.640231143,connor
detop_exp01_subj08_Sess3_08_06.pkl,3.762056142,6.593747483,connor
detop_exp01_subj08_Sess3_11_04.pkl,3.364946094,7.679599944,connor
detop_exp01_subj08_Sess3_03_03.pkl,4.266716415,7.632546863,connor
detop_exp01_subj08_Sess3_02_04.pkl,0.703596058,9.087313324,connor
detop_exp01_subj08_Sess2_08_02.pkl,3.371802653,5.479095425,connor
detop_exp01_subj08_Sess3_12_03.pkl,2.71869438,4.883887201,connor
detop_exp01_subj08_Sess2_13_05.pkl,3.239851817,8.881998561,connor
detop_exp01_subj08_Sess3_03_06.pkl,3.266229079,5.515339244,connor
detop_exp01_subj08_Sess3_13_01.pkl,4.491723789,6.112732792,connor
detop_exp01_subj08_Sess1_01_02.pkl,1.574256228,6.553614934,connor
detop_exp01_subj08_Sess2_13_01.pkl,3.684351115,19.87854898,connor
detop_exp01_subj08_Sess3_01_05.pkl,2.387720266,5.662820089,connor
detop_exp01_subj08_Sess3_07_02.pkl,3.801717612,6.024815673,connor
detop_exp01_subj08_Sess1_02_02.pkl,3.033839368,5.402305296,connor
detop_exp01_subj08_Sess3_07_01.pkl,2.118607211,9.909598299,connor
detop_exp01_subj08_Sess1_05_05.pkl,3.548150966,4.819931923,connor
detop_exp01_subj08_Sess2_12_05.pkl,2.972933221,4.408373288,connor
detop_exp01_subj08_Sess1_01_05.pkl,1.490610163,8.830179218,connor
detop_exp01_subj08_Sess1_09_02.pkl,4.579512657,8.919398401,connor
detop_exp01_subj08_Sess3_03_05.pkl,4.938017778,8.760706099,connor
detop_exp01_subj08_Sess3_02_05.pkl,2.775937279,8.938591461,connor
detop_exp01_subj08_Sess3_02_03.pkl,1.532152863,6.187711962,connor
detop_exp01_subj08_Sess1_13_06.pkl,3.131119061,5.659337608,connor
detop_exp01_subj08_Sess2_01_04.pkl,4.048231862,6.66815736,connor
detop_exp01_subj08_Sess1_13_02.pkl,2.985133558,4.751868292,connor
detop_exp01_subj08_Sess2_04_03.pkl,3.727319106,5.241078081,connor
detop_exp01_subj08_Sess3_12_01.pkl,3.128775568,8.106523588,connor
detop_exp01_subj08_Sess1_10_05.pkl,4.305382923,6.050420702,connor
detop_exp01_subj08_Sess1_04_01.pkl,2.206385042,6.635311336,connor
detop_exp01_subj08_Sess3_02_06.pkl,1.109046492,6.527349316,connor
detop_exp01_subj08_Sess3_10_05.pkl,4.465869368,8.093212366,connor
detop_exp01_subj08_Sess1_11_04.pkl,3.023499914,4.857698499,connor
detop_exp01_subj08_Sess1_11_03.pkl,0.213937934,4.737063298,connor
detop_exp01_subj08_Sess2_13_02.pkl,3.438629717,8.045286938,connor
detop_exp01_subj08_Sess1_04_06.pkl,0,5,connor
detop_exp01_subj08_Sess3_11_01.pkl,4.366884004,18.16028142,connor
detop_exp01_subj08_Sess2_02_04.pkl,3.036123868,4.875472859,connor
detop_exp01_subj08_Sess1_02_06.pkl,3.664969818,10.58053293,connor
detop_exp01_subj08_Sess3_01_03.pkl,2.663921983,6.829479682,connor
detop_exp01_subj08_Sess1_02_03.pkl,3.816642997,9.500884046,connor
detop_exp01_subj08_Sess3_09_05.pkl,3.385159443,6.405043112,connor
detop_exp01_subj08_Sess3_08_02.pkl,4.276112267,6.523900875,connor
detop_exp01_subj08_Sess3_13_02.pkl,4.936168187,7.619159568,connor
detop_exp01_subj08_Sess3_11_06.pkl,3.29227824,9.114790067,connor
detop_exp01_subj08_Sess1_10_06.pkl,6.281274438,9.897266448,connor
detop_exp01_subj08_Sess3_05_05.pkl,4.492714942,7.868181632,connor
detop_exp01_subj08_Sess2_01_05.pkl,3.216995883,5.146010681,connor
detop_exp01_subj08_Sess2_01_02.pkl,4.529344445,6.33308279,connor
detop_exp01_subj08_Sess2_06_05.pkl,4.180940275,5.925305204,connor
detop_exp01_subj08_Sess3_07_06.pkl,4.677356613,7.694362362,connor
detop_exp01_subj08_Sess2_08_05.pkl,4.176257839,0.297665917,connor
detop_exp01_subj08_Sess3_11_03.pkl,5.679579219,19.5941485,connor
detop_exp01_subj08_Sess2_02_06.pkl,6.306525525,8.479552625,connor
detop_exp01_subj08_Sess1_08_03.pkl,0,5,connor
detop_exp01_subj08_Sess3_07_04.pkl,4.118080022,8.919541211,connor
detop_exp01_subj08_Sess3_11_02.pkl,5.581698237,15.94757797,connor
detop_exp01_subj08_Sess1_02_05.pkl,2.88155784,5.576884813,connor
detop_exp01_subj08_Sess3_05_06.pkl,4.261254369,7.424548867,connor
detop_exp01_subj08_Sess2_02_02.pkl,2.837632969,5.054114668,connor
